scenario,group,variable,n,correlation,r2,rmse,mae,bias
piecewise_constant_2epoch,approximate,log_Ne_c,100,0.9796101157879107,0.951019544978422,0.12087089665441245,0.08581261128074766,0.04378372545560501
piecewise_constant_2epoch,approximate,log_Ne_a,100,0.9999596190367586,0.9999191442135853,0.0049048760097322175,0.0037851516052656996,0.00016520965986943636
piecewise_constant_2epoch,approximate,log_t0,100,0.8475115001655025,0.7053798828091246,0.5320789134423304,0.35723673017430047,-0.057578229151214716
piecewise_constant_2epoch,corrected,log_Ne_c,100,0.9860191861147519,0.971319389425145,0.09249207709567196,0.06716385135532066,0.01349295359810486
piecewise_constant_2epoch,corrected,log_Ne_a,100,0.999946805445665,0.999891546601931,0.0056805980782833315,0.0038745200060849873,-0.0007762168113805412
piecewise_constant_2epoch,corrected,log_t0,100,0.8674708146065964,0.7511020866683259,0.48905249267150697,0.34078493966425294,-0.03310996134583679
