scenario,group,variable,n,correlation,r2,rmse,mae,bias
piecewise_exponential_small,approximate,log_Ne_c,100,0.95394359366542,0.87060786355924,0.34932031682982445,0.19537318190536865,0.1173659655314069
piecewise_exponential_small,approximate,log_Ne_a,100,0.9974663985709191,0.993995863153197,0.07756252383204276,0.03973760715712739,0.030039542312772335
piecewise_exponential_small,approximate,log_t0,100,0.49121415891275905,-1.2938707027426606,0.7099080096898989,0.5645093286654154,0.14592939752501383
piecewise_exponential_small,corrected,log_Ne_c,100,0.9833307554233377,0.9666960336471501,0.17722210189412577,0.11798625275043832,0.01426495827490695
piecewise_exponential_small,corrected,log_Ne_a,100,0.9996693451855951,0.9993281750794782,0.025945060988415317,0.018295565611330118,0.0026444595132723192
piecewise_exponential_small,corrected,log_t0,100,0.7663046680156176,0.5851578365126979,0.3018971785005221,0.2225013018999628,-0.003227634176986274
